timestamp	message_type	message	data_path	data_name
2931.722200009972	action	loading data	C:\Users\User\MultiplEye\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\multipleye_stimuli_experiment_RO_RO_1_with_img_paths.csv	
2968.430900014937	action	preparing screens for stimulus 13	C:\Users\User\MultiplEye\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\multipleye_stimuli_experiment_RO_RO_1_with_img_paths.csv	stimuli
3031.3390999799594	action	using question order version 7 for stimulus 13, trial 0	C:\Users\User\MultiplEye\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\question_images_RO_RO_1\question_images_version_238\multipleye_comprehension_questions_RO_question_images_version_238_with_img_paths.csv	question order
3033.684700028971	action	preparing screen for text 13 question 13121	C:\Users\User\MultiplEye\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\multipleye_stimuli_experiment_RO_RO_1_with_img_paths.csv	
3156.2230000272393	action	preparing screen for text 13 question 13131	C:\Users\User\MultiplEye\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\multipleye_stimuli_experiment_RO_RO_1_with_img_paths.csv	
3272.3529000068083	action	preparing screens for stimulus 7	C:\Users\User\MultiplEye\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\multipleye_stimuli_experiment_RO_RO_1_with_img_paths.csv	stimuli
3295.6842000130564	action	using question order version 4 for stimulus 7, trial 1	C:\Users\User\MultiplEye\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\question_images_RO_RO_1\question_images_version_238\multipleye_comprehension_questions_RO_question_images_version_238_with_img_paths.csv	question order
3297.0452000154182	action	preparing screen for text 7 question 7111	C:\Users\User\MultiplEye\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\multipleye_stimuli_experiment_RO_RO_1_with_img_paths.csv	
3408.290700055659	action	preparing screen for text 7 question 7131	C:\Users\User\MultiplEye\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\multipleye_stimuli_experiment_RO_RO_1_with_img_paths.csv	
3516.179100028239	action	preparing screens for stimulus 11	C:\Users\User\MultiplEye\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\multipleye_stimuli_experiment_RO_RO_1_with_img_paths.csv	stimuli
3772.793099982664	action	using question order version 4 for stimulus 11, trial 2	C:\Users\User\MultiplEye\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\question_images_RO_RO_1\question_images_version_238\multipleye_comprehension_questions_RO_question_images_version_238_with_img_paths.csv	question order
3774.771500029601	action	preparing screen for text 11 question 11212	C:\Users\User\MultiplEye\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\multipleye_stimuli_experiment_RO_RO_1_with_img_paths.csv	
3931.467300048098	action	preparing screen for text 11 question 11111	C:\Users\User\MultiplEye\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\multipleye_stimuli_experiment_RO_RO_1_with_img_paths.csv	
4106.912599992938	action	preparing screen for text 11 question 11222	C:\Users\User\MultiplEye\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\multipleye_stimuli_experiment_RO_RO_1_with_img_paths.csv	
4296.927300048992	action	preparing screen for text 11 question 11121	C:\Users\User\MultiplEye\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\multipleye_stimuli_experiment_RO_RO_1_with_img_paths.csv	
4474.464199971408	action	preparing screen for text 11 question 11131	C:\Users\User\MultiplEye\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\multipleye_stimuli_experiment_RO_RO_1_with_img_paths.csv	
4609.649199992418	action	preparing screen for text 11 question 11232	C:\Users\User\MultiplEye\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\multipleye_stimuli_experiment_RO_RO_1_with_img_paths.csv	
4771.218399982899	action	preparing screens for stimulus 12	C:\Users\User\MultiplEye\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\multipleye_stimuli_experiment_RO_RO_1_with_img_paths.csv	stimuli
5963.572600041516	action	using question order version 2 for stimulus 12, trial 3	C:\Users\User\MultiplEye\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\question_images_RO_RO_1\question_images_version_238\multipleye_comprehension_questions_RO_question_images_version_238_with_img_paths.csv	question order
5973.590000066906	action	preparing screen for text 12 question 12112	C:\Users\User\MultiplEye\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\multipleye_stimuli_experiment_RO_RO_1_with_img_paths.csv	
6936.871199985035	action	preparing screen for text 12 question 12111	C:\Users\User\MultiplEye\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\multipleye_stimuli_experiment_RO_RO_1_with_img_paths.csv	
7707.388799986802	action	preparing screen for text 12 question 12121	C:\Users\User\MultiplEye\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\multipleye_stimuli_experiment_RO_RO_1_with_img_paths.csv	
8564.925899961963	action	preparing screen for text 12 question 12122	C:\Users\User\MultiplEye\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\multipleye_stimuli_experiment_RO_RO_1_with_img_paths.csv	
9379.00970003102	action	preparing screen for text 12 question 12131	C:\Users\User\MultiplEye\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\multipleye_stimuli_experiment_RO_RO_1_with_img_paths.csv	
10076.216500019655	action	preparing screen for text 12 question 12132	C:\Users\User\MultiplEye\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\multipleye_stimuli_experiment_RO_RO_1_with_img_paths.csv	
11010.57160005439	action	preparing screens for stimulus 8	C:\Users\User\MultiplEye\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\multipleye_stimuli_experiment_RO_RO_1_with_img_paths.csv	stimuli
13473.12249999959	action	using question order version 8 for stimulus 8, trial 4	C:\Users\User\MultiplEye\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\question_images_RO_RO_1\question_images_version_238\multipleye_comprehension_questions_RO_question_images_version_238_with_img_paths.csv	question order
13482.825399958529	action	preparing screen for text 8 question 8112	C:\Users\User\MultiplEye\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\multipleye_stimuli_experiment_RO_RO_1_with_img_paths.csv	
14251.018299954012	action	preparing screen for text 8 question 8111	C:\Users\User\MultiplEye\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\multipleye_stimuli_experiment_RO_RO_1_with_img_paths.csv	
15082.254700013436	action	preparing screen for text 8 question 8122	C:\Users\User\MultiplEye\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\multipleye_stimuli_experiment_RO_RO_1_with_img_paths.csv	
16029.024900053628	action	preparing screen for text 8 question 8121	C:\Users\User\MultiplEye\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\multipleye_stimuli_experiment_RO_RO_1_with_img_paths.csv	
16793.98089996539	action	preparing screen for text 8 question 8132	C:\Users\User\MultiplEye\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\multipleye_stimuli_experiment_RO_RO_1_with_img_paths.csv	
17232.576600043103	action	preparing screen for text 8 question 8131	C:\Users\User\MultiplEye\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\multipleye_stimuli_experiment_RO_RO_1_with_img_paths.csv	
17594.840300036594	action	preparing screens for stimulus 6	C:\Users\User\MultiplEye\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\multipleye_stimuli_experiment_RO_RO_1_with_img_paths.csv	stimuli
