timestamp	message_type	message	data_path	data_name
2453.0348000116646	action	loading data	C:\Users\anama\Documents\eye-tracking-experiment\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\multipleye_stimuli_experiment_RO_RO_1_with_img_paths.csv	
2493.3858000149485	action	preparing screens for stimulus 13	C:\Users\anama\Documents\eye-tracking-experiment\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\multipleye_stimuli_experiment_RO_RO_1_with_img_paths.csv	stimuli
2534.0059000009205	action	using question order version 4 for stimulus 13, trial 0	C:\Users\anama\Documents\eye-tracking-experiment\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\question_images_RO_RO_1\question_images_version_173\multipleye_comprehension_questions_ro_question_images_version_173_with_img_paths.csv	question order
2537.928900012048	action	preparing screen for text 13 question 13121	C:\Users\anama\Documents\eye-tracking-experiment\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\multipleye_stimuli_experiment_RO_RO_1_with_img_paths.csv	
2654.676500009373	action	preparing screen for text 13 question 13131	C:\Users\anama\Documents\eye-tracking-experiment\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\multipleye_stimuli_experiment_RO_RO_1_with_img_paths.csv	
2772.6688999973703	action	preparing screens for stimulus 7	C:\Users\anama\Documents\eye-tracking-experiment\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\multipleye_stimuli_experiment_RO_RO_1_with_img_paths.csv	stimuli
2798.9929000032134	action	using question order version 3 for stimulus 7, trial 1	C:\Users\anama\Documents\eye-tracking-experiment\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\question_images_RO_RO_1\question_images_version_173\multipleye_comprehension_questions_ro_question_images_version_173_with_img_paths.csv	question order
2802.3354000179097	action	preparing screen for text 7 question 7111	C:\Users\anama\Documents\eye-tracking-experiment\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\multipleye_stimuli_experiment_RO_RO_1_with_img_paths.csv	
2921.452300011879	action	preparing screen for text 7 question 7131	C:\Users\anama\Documents\eye-tracking-experiment\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\multipleye_stimuli_experiment_RO_RO_1_with_img_paths.csv	
3038.620400009677	action	preparing screens for stimulus 6	C:\Users\anama\Documents\eye-tracking-experiment\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\multipleye_stimuli_experiment_RO_RO_1_with_img_paths.csv	stimuli
3165.3693999978714	action	using question order version 3 for stimulus 6, trial 2	C:\Users\anama\Documents\eye-tracking-experiment\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\question_images_RO_RO_1\question_images_version_173\multipleye_comprehension_questions_ro_question_images_version_173_with_img_paths.csv	question order
3168.8091999967583	action	preparing screen for text 6 question 6111	C:\Users\anama\Documents\eye-tracking-experiment\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\multipleye_stimuli_experiment_RO_RO_1_with_img_paths.csv	
3286.940299993148	action	preparing screen for text 6 question 6112	C:\Users\anama\Documents\eye-tracking-experiment\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\multipleye_stimuli_experiment_RO_RO_1_with_img_paths.csv	
3400.727000000188	action	preparing screen for text 6 question 6122	C:\Users\anama\Documents\eye-tracking-experiment\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\multipleye_stimuli_experiment_RO_RO_1_with_img_paths.csv	
3516.4365000091493	action	preparing screen for text 6 question 6121	C:\Users\anama\Documents\eye-tracking-experiment\wg1-experiment-implementation\experiment_implementation\data\stimuli_MultiplEYE_RO_RO_Bucharest_1_2025\multipleye_stimuli_experiment_RO_RO_1_with_img_paths.csv	
